"order_number";"product_key";"customer_key";"order_date";"shipping_date";"due_date";"sales_amount";"quantity";"price"
"SO61128";126;10453;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61129";0;8655;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61129";0;8655;"2013-06-29";"2013-07-06";"2013-07-11";70;1;70
"SO61130";0;16429;"2013-06-29";"2013-07-06";"2013-07-11";70;1;70
"SO61130";116;16429;"2013-06-29";"2013-07-06";"2013-07-11";24;1;24
"SO61131";65;7653;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61131";0;7653;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61132";0;3628;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61132";0;3628;"2013-06-29";"2013-07-06";"2013-07-11";2;1;2
"SO61133";0;5933;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61133";0;5933;"2013-06-29";"2013-07-06";"2013-07-11";2;1;2
"SO61134";0;4460;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61134";0;4460;"2013-06-29";"2013-07-06";"2013-07-11";22;1;22
"SO61134";0;4460;"2013-06-29";"2013-07-06";"2013-07-11";8;1;8
"SO61135";0;6858;"2013-06-29";"2013-07-06";"2013-07-11";25;1;25
"SO61136";0;5187;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61136";0;5187;"2013-06-29";"2013-07-06";"2013-07-11";25;1;25
"SO61136";126;5187;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61137";0;1499;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61137";0;1499;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61138";0;8823;"2013-06-29";"2013-07-06";"2013-07-11";22;1;22
"SO61138";0;8823;"2013-06-29";"2013-07-06";"2013-07-11";10;1;10
"SO61138";0;8823;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61139";0;5283;"2013-06-29";"2013-07-06";"2013-07-11";22;1;22
"SO61139";0;5283;"2013-06-29";"2013-07-06";"2013-07-11";2;1;2
"SO61140";0;5043;"2013-06-29";"2013-07-06";"2013-07-11";25;1;25
"SO61141";0;17547;"2013-06-29";"2013-07-06";"2013-07-11";70;1;70
"SO61141";132;17547;"2013-06-29";"2013-07-06";"2013-07-11";50;1;50
"SO61142";0;13858;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61143";0;2689;"2013-06-29";"2013-07-06";"2013-07-11";25;1;25
"SO61143";0;2689;"2013-06-29";"2013-07-06";"2013-07-11";2;1;2
"SO61144";65;8273;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61144";0;8273;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61145";0;7041;"2013-06-29";"2013-07-06";"2013-07-11";30;1;30
"SO61145";0;7041;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61145";0;7041;"2013-06-29";"2013-07-06";"2013-07-11";159;1;159
"SO61146";0;1957;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61146";0;1957;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61146";124;1957;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61146";116;1957;"2013-06-29";"2013-07-06";"2013-07-11";24;1;24
"SO61147";0;1147;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61147";0;1147;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61147";124;1147;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61147";116;1147;"2013-06-29";"2013-07-06";"2013-07-11";24;1;24
"SO61148";0;1934;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61148";0;1934;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61148";124;1934;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61148";130;1934;"2013-06-29";"2013-07-06";"2013-07-11";50;1;50
"SO61148";65;1934;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61149";0;1417;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61149";0;1417;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61150";59;5674;"2013-06-29";"2013-07-06";"2013-07-11";2443;1;2443
"SO61150";0;5674;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61150";65;5674;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61150";0;5674;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61151";59;11996;"2013-06-29";"2013-07-06";"2013-07-11";2443;1;2443
"SO61151";0;11996;"2013-06-29";"2013-07-06";"2013-07-11";33;1;33
"SO61151";0;11996;"2013-06-29";"2013-07-06";"2013-07-11";4;1;4
"SO61151";0;11996;"2013-06-29";"2013-07-06";"2013-07-11";2;1;2
"SO61152";0;3415;"2013-06-29";"2013-07-06";"2013-07-11";769;1;769
"SO61152";0;3415;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61152";0;3415;"2013-06-29";"2013-07-06";"2013-07-11";10;1;10
"SO61152";65;3415;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61153";34;2950;"2013-06-29";"2013-07-06";"2013-07-11";2295;1;2295
"SO61153";0;2950;"2013-06-29";"2013-07-06";"2013-07-11";22;1;22
"SO61153";133;2950;"2013-06-29";"2013-07-06";"2013-07-11";50;1;50
"SO61154";36;2906;"2013-06-29";"2013-07-06";"2013-07-11";2295;1;2295
"SO61154";0;2906;"2013-06-29";"2013-07-06";"2013-07-11";22;1;22
"SO61154";130;2906;"2013-06-29";"2013-07-06";"2013-07-11";50;1;50
"SO61155";36;798;"2013-06-29";"2013-07-06";"2013-07-11";2295;1;2295
"SO61155";0;798;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61155";0;798;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61155";124;798;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61155";117;798;"2013-06-29";"2013-07-06";"2013-07-11";24;1;24
"SO61156";35;779;"2013-06-29";"2013-07-06";"2013-07-11";2295;1;2295
"SO61157";0;15966;"2013-06-29";"2013-07-06";"2013-07-11";742;1;742
"SO61157";0;15966;"2013-06-29";"2013-07-06";"2013-07-11";29;1;29
"SO61157";0;15966;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61158";0;12349;"2013-06-29";"2013-07-06";"2013-07-11";1701;1;1701
"SO61158";0;12349;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61158";0;12349;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61158";65;12349;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61159";64;6309;"2013-06-29";"2013-07-06";"2013-07-11";2443;1;2443
"SO61160";58;8976;"2013-06-29";"2013-07-06";"2013-07-11";2443;1;2443
"SO61160";125;8976;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61161";53;14053;"2013-06-29";"2013-07-06";"2013-07-11";1120;1;1120
"SO61161";124;14053;"2013-06-29";"2013-07-06";"2013-07-11";35;1;35
"SO61162";0;11578;"2013-06-29";"2013-07-06";"2013-07-11";540;1;540
"SO61162";0;11578;"2013-06-29";"2013-07-06";"2013-07-11";21;1;21
"SO61163";0;11573;"2013-06-29";"2013-07-06";"2013-07-11";540;1;540
"SO61163";0;11573;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61163";0;11573;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61164";0;16360;"2013-06-29";"2013-07-06";"2013-07-11";540;1;540
"SO61164";0;16360;"2013-06-29";"2013-07-06";"2013-07-11";21;1;21
"SO61165";0;102;"2013-06-29";"2013-07-06";"2013-07-11";2384;1;2384
"SO61165";0;102;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61165";117;102;"2013-06-29";"2013-07-06";"2013-07-11";24;1;24
"SO61165";0;102;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61166";0;14868;"2013-06-29";"2013-07-06";"2013-07-11";2384;1;2384
"SO61167";0;12177;"2013-06-29";"2013-07-06";"2013-07-11";540;1;540
"SO61168";52;8124;"2013-06-29";"2013-07-06";"2013-07-11";1120;1;1120
"SO61168";131;8124;"2013-06-29";"2013-07-06";"2013-07-11";50;1;50
"SO61169";0;15938;"2013-06-29";"2013-07-06";"2013-07-11";540;1;540
"SO61169";0;15938;"2013-06-29";"2013-07-06";"2013-07-11";21;1;21
"SO61169";0;15938;"2013-06-29";"2013-07-06";"2013-07-11";4;1;4
"SO61169";0;15938;"2013-06-29";"2013-07-06";"2013-07-11";54;1;54
"SO61170";0;15914;"2013-06-29";"2013-07-06";"2013-07-11";540;1;540
"SO61170";0;15914;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61170";0;15914;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61170";0;15914;"2013-06-29";"2013-07-06";"2013-07-11";54;1;54
"SO61171";0;242;"2013-06-29";"2013-07-06";"2013-07-11";540;1;540
"SO61171";0;242;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61171";0;242;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61172";0;17447;"2013-06-29";"2013-07-06";"2013-07-11";2384;1;2384
"SO61172";0;17447;"2013-06-29";"2013-07-06";"2013-07-11";9;1;9
"SO61172";0;17447;"2013-06-29";"2013-07-06";"2013-07-11";5;1;5
"SO61269";124;793;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61269";131;793;"2013-06-30";"2013-07-07";"2013-07-12";50;1;50
"SO61270";0;7260;"2013-06-30";"2013-07-07";"2013-07-12";22;1;22
"SO61271";0;9455;"2013-06-30";"2013-07-07";"2013-07-12";21;1;21
"SO61271";0;9455;"2013-06-30";"2013-07-07";"2013-07-12";2;1;2
"SO61272";0;10240;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61272";0;10240;"2013-06-30";"2013-07-07";"2013-07-12";2;1;2
"SO61273";0;12431;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61274";65;16149;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61274";0;16149;"2013-06-30";"2013-07-07";"2013-07-12";70;1;70
"SO61275";125;2997;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61276";0;6253;"2013-06-30";"2013-07-07";"2013-07-12";54;1;54
"SO61276";65;6253;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61277";0;4051;"2013-06-30";"2013-07-07";"2013-07-12";565;1;565
"SO61277";0;4051;"2013-06-30";"2013-07-07";"2013-07-12";54;1;54
"SO61277";65;4051;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61278";0;11309;"2013-06-30";"2013-07-07";"2013-07-12";1701;1;1701
"SO61278";0;11309;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61278";0;11309;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61278";0;11309;"2013-06-30";"2013-07-07";"2013-07-12";54;1;54
"SO61279";36;1860;"2013-06-30";"2013-07-07";"2013-07-12";2295;1;2295
"SO61279";0;1860;"2013-06-30";"2013-07-07";"2013-07-12";22;1;22
"SO61280";126;892;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61281";0;17809;"2013-06-30";"2013-07-07";"2013-07-12";25;1;25
"SO61282";0;307;"2013-06-30";"2013-07-07";"2013-07-12";2;1;2
"SO61283";0;15274;"2013-06-30";"2013-07-07";"2013-07-12";21;1;21
"SO61283";0;15274;"2013-06-30";"2013-07-07";"2013-07-12";4;1;4
"SO61283";125;15274;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61284";0;16478;"2013-06-30";"2013-07-07";"2013-07-12";21;1;21
"SO61284";0;16478;"2013-06-30";"2013-07-07";"2013-07-12";2;1;2
"SO61285";0;12792;"2013-06-30";"2013-07-07";"2013-07-12";33;1;33
"SO61285";0;12792;"2013-06-30";"2013-07-07";"2013-07-12";4;1;4
"SO61285";126;12792;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61286";0;531;"2013-06-30";"2013-07-07";"2013-07-12";30;1;30
"SO61286";0;531;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61287";0;4761;"2013-06-30";"2013-07-07";"2013-07-12";10;1;10
"SO61287";0;4761;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61287";0;4761;"2013-06-30";"2013-07-07";"2013-07-12";54;1;54
"SO61288";0;8710;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61288";0;8710;"2013-06-30";"2013-07-07";"2013-07-12";30;1;30
"SO61288";125;8710;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61289";0;12695;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61289";0;12695;"2013-06-30";"2013-07-07";"2013-07-12";30;1;30
"SO61289";124;12695;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61290";0;12012;"2013-06-30";"2013-07-07";"2013-07-12";10;1;10
"SO61290";0;12012;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61291";0;8780;"2013-06-30";"2013-07-07";"2013-07-12";70;1;70
"SO61292";0;11013;"2013-06-30";"2013-07-07";"2013-07-12";10;1;10
"SO61292";0;11013;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61293";0;7084;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61293";125;7084;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61293";130;7084;"2013-06-30";"2013-07-07";"2013-07-12";50;1;50
"SO61294";0;6397;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61294";0;6397;"2013-06-30";"2013-07-07";"2013-07-12";8;1;8
"SO61295";0;3752;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61295";0;3752;"2013-06-30";"2013-07-07";"2013-07-12";2;1;2
"SO61296";0;3997;"2013-06-30";"2013-07-07";"2013-07-12";22;1;22
"SO61297";0;1628;"2013-06-30";"2013-07-07";"2013-07-12";29;1;29
"SO61297";0;1628;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61297";0;1628;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61297";0;1628;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61297";0;1628;"2013-06-30";"2013-07-07";"2013-07-12";54;1;54
"SO61298";0;7156;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61298";65;7156;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61298";126;7156;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61299";0;1412;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61299";0;1412;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61300";0;2165;"2013-06-30";"2013-07-07";"2013-07-12";22;1;22
"SO61300";0;2165;"2013-06-30";"2013-07-07";"2013-07-12";10;1;10
"SO61300";0;2165;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61300";0;2165;"2013-06-30";"2013-07-07";"2013-07-12";64;1;64
"SO61301";59;5748;"2013-06-30";"2013-07-07";"2013-07-12";2443;1;2443
"SO61301";0;5748;"2013-06-30";"2013-07-07";"2013-07-12";4;1;4
"SO61301";0;5748;"2013-06-30";"2013-07-07";"2013-07-12";33;1;33
"SO61302";36;3487;"2013-06-30";"2013-07-07";"2013-07-12";2295;1;2295
"SO61302";0;3487;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61302";0;3487;"2013-06-30";"2013-07-07";"2013-07-12";10;1;10
"SO61303";0;2603;"2013-06-30";"2013-07-07";"2013-07-12";2384;1;2384
"SO61303";125;2603;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61304";0;1474;"2013-06-30";"2013-07-07";"2013-07-12";1215;1;1215
"SO61304";0;1474;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61304";0;1474;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61304";126;1474;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61305";0;9237;"2013-06-30";"2013-07-07";"2013-07-12";1701;1;1701
"SO61306";0;12432;"2013-06-30";"2013-07-07";"2013-07-12";1701;1;1701
"SO61306";0;12432;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61306";0;12432;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61307";0;9261;"2013-06-30";"2013-07-07";"2013-07-12";1701;1;1701
"SO61307";124;9261;"2013-06-30";"2013-07-07";"2013-07-12";35;1;35
"SO61308";64;9247;"2013-06-30";"2013-07-07";"2013-07-12";2443;1;2443
"SO61308";0;9247;"2013-06-30";"2013-07-07";"2013-07-12";5;1;5
"SO61308";0;9247;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61309";38;2626;"2013-06-30";"2013-07-07";"2013-07-12";2320;1;2320
"SO61309";0;2626;"2013-06-30";"2013-07-07";"2013-07-12";120;1;120
"SO61310";0;2542;"2013-06-30";"2013-07-07";"2013-07-12";540;1;540
"SO61310";0;2542;"2013-06-30";"2013-07-07";"2013-07-12";21;1;21
"SO61311";0;11467;"2013-06-30";"2013-07-07";"2013-07-12";540;1;540
"SO61311";0;11467;"2013-06-30";"2013-07-07";"2013-07-12";9;1;9
"SO61312";0;18083;"2013-06-30";"2013-07-07";"2013-07-12";742;1;742
"SO61313";0;428;"2013-07-01";"2013-07-08";"2013-07-13";1701;1;1701
"SO61313";65;428;"2013-07-01";"2013-07-08";"2013-07-13";9;1;9
"SO61313";125;428;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61314";0;212;"2013-07-01";"2013-07-08";"2013-07-13";120;1;120
"SO61315";0;4147;"2013-07-01";"2013-07-08";"2013-07-13";25;1;25
"SO61315";0;4147;"2013-07-01";"2013-07-08";"2013-07-13";4;1;4
"SO61315";125;4147;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61315";0;4147;"2013-07-01";"2013-07-08";"2013-07-13";54;1;54
"SO61315";65;4147;"2013-07-01";"2013-07-08";"2013-07-13";9;1;9
"SO61316";0;10188;"2013-07-01";"2013-07-08";"2013-07-13";30;1;30
"SO61316";0;10188;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61317";0;6356;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61318";0;7493;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61318";124;7493;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61319";0;9263;"2013-07-01";"2013-07-08";"2013-07-13";4;1;4
"SO61319";0;9263;"2013-07-01";"2013-07-08";"2013-07-13";21;1;21
"SO61319";0;9263;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61320";0;17944;"2013-07-01";"2013-07-08";"2013-07-13";10;1;10
"SO61320";0;17944;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61320";126;17944;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61321";133;3320;"2013-07-01";"2013-07-08";"2013-07-13";50;1;50
"SO61321";115;3320;"2013-07-01";"2013-07-08";"2013-07-13";24;1;24
"SO61322";0;1372;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61322";0;1372;"2013-07-01";"2013-07-08";"2013-07-13";120;1;120
"SO61323";0;6849;"2013-07-01";"2013-07-08";"2013-07-13";1701;1;1701
"SO61323";125;6849;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61324";0;14446;"2013-07-01";"2013-07-08";"2013-07-13";1701;1;1701
"SO61324";125;14446;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61325";0;10684;"2013-07-01";"2013-07-08";"2013-07-13";1701;1;1701
"SO61325";0;10684;"2013-07-01";"2013-07-08";"2013-07-13";54;1;54
"SO61325";115;10684;"2013-07-01";"2013-07-08";"2013-07-13";24;1;24
"SO61326";59;5423;"2013-07-01";"2013-07-08";"2013-07-13";2443;1;2443
"SO61326";0;5423;"2013-07-01";"2013-07-08";"2013-07-13";8;1;8
"SO61327";34;4685;"2013-07-01";"2013-07-08";"2013-07-13";2295;1;2295
"SO61327";65;4685;"2013-07-01";"2013-07-08";"2013-07-13";9;1;9
"SO61327";126;4685;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61328";0;685;"2013-07-01";"2013-07-08";"2013-07-13";54;1;54
"SO61329";0;16066;"2013-07-01";"2013-07-08";"2013-07-13";29;1;29
"SO61329";0;16066;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61329";126;16066;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61330";0;13395;"2013-07-01";"2013-07-08";"2013-07-13";33;1;33
"SO61330";0;13395;"2013-07-01";"2013-07-08";"2013-07-13";4;1;4
"SO61331";0;263;"2013-07-01";"2013-07-08";"2013-07-13";33;1;33
"SO61331";0;263;"2013-07-01";"2013-07-08";"2013-07-13";4;1;4
"SO61331";0;263;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61332";0;14968;"2013-07-01";"2013-07-08";"2013-07-13";25;1;25
"SO61332";0;14968;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61333";0;92;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61333";0;92;"2013-07-01";"2013-07-08";"2013-07-13";30;1;30
"SO61334";0;11240;"2013-07-01";"2013-07-08";"2013-07-13";30;1;30
"SO61334";0;11240;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61335";0;8865;"2013-07-01";"2013-07-08";"2013-07-13";70;1;70
"SO61336";0;8877;"2013-07-01";"2013-07-08";"2013-07-13";70;1;70
"SO61336";0;8877;"2013-07-01";"2013-07-08";"2013-07-13";9;1;9
"SO61337";0;15803;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61338";0;5721;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61338";124;5721;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61339";0;3410;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61339";0;3410;"2013-07-01";"2013-07-08";"2013-07-13";64;1;64
"SO61340";0;2738;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61340";0;2738;"2013-07-01";"2013-07-08";"2013-07-13";10;1;10
"SO61340";0;2738;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61340";0;2738;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61341";0;5301;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61341";131;5301;"2013-07-01";"2013-07-08";"2013-07-13";50;1;50
"SO61342";0;1498;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61342";0;1498;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61342";0;1498;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61343";116;11673;"2013-07-01";"2013-07-08";"2013-07-13";24;1;24
"SO61343";0;11673;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61344";0;6817;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61344";0;6817;"2013-07-01";"2013-07-08";"2013-07-13";30;1;30
"SO61344";0;6817;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61345";0;9136;"2013-07-01";"2013-07-08";"2013-07-13";30;1;30
"SO61345";0;9136;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61345";126;9136;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61346";0;5294;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61347";0;10817;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61347";117;10817;"2013-07-01";"2013-07-08";"2013-07-13";24;1;24
"SO61347";0;10817;"2013-07-01";"2013-07-08";"2013-07-13";54;1;54
"SO61348";0;12920;"2013-07-01";"2013-07-08";"2013-07-13";29;1;29
"SO61348";0;12920;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61348";117;12920;"2013-07-01";"2013-07-08";"2013-07-13";24;1;24
"SO61349";0;1564;"2013-07-01";"2013-07-08";"2013-07-13";29;1;29
"SO61349";0;1564;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61349";124;1564;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61350";0;281;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61350";0;281;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61350";126;281;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61351";0;202;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61351";0;202;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61351";126;202;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61352";0;1136;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61353";0;5718;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61353";126;5718;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61353";0;5718;"2013-07-01";"2013-07-08";"2013-07-13";64;1;64
"SO61354";65;1612;"2013-07-01";"2013-07-08";"2013-07-13";9;1;9
"SO61355";132;1564;"2013-07-01";"2013-07-08";"2013-07-13";50;1;50
"SO61356";0;3581;"2013-07-01";"2013-07-08";"2013-07-13";769;1;769
"SO61357";0;3582;"2013-07-01";"2013-07-08";"2013-07-13";769;1;769
"SO61357";0;3582;"2013-07-01";"2013-07-08";"2013-07-13";30;1;30
"SO61357";0;3582;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61357";124;3582;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61357";117;3582;"2013-07-01";"2013-07-08";"2013-07-13";24;1;24
"SO61358";38;3457;"2013-07-01";"2013-07-08";"2013-07-13";2320;1;2320
"SO61358";0;3457;"2013-07-01";"2013-07-08";"2013-07-13";22;1;22
"SO61358";0;3457;"2013-07-01";"2013-07-08";"2013-07-13";64;1;64
"SO61359";38;3421;"2013-07-01";"2013-07-08";"2013-07-13";2320;1;2320
"SO61360";34;1042;"2013-07-01";"2013-07-08";"2013-07-13";2295;1;2295
"SO61360";0;1042;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61360";0;1042;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61360";125;1042;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
"SO61360";133;1042;"2013-07-01";"2013-07-08";"2013-07-13";50;1;50
"SO61361";53;14128;"2013-07-01";"2013-07-08";"2013-07-13";1120;1;1120
"SO61361";0;14128;"2013-07-01";"2013-07-08";"2013-07-13";54;1;54
"SO61362";34;2649;"2013-07-01";"2013-07-08";"2013-07-13";2295;1;2295
"SO61362";0;2649;"2013-07-01";"2013-07-08";"2013-07-13";2;1;2
"SO61363";0;18202;"2013-07-01";"2013-07-08";"2013-07-13";742;1;742
"SO61363";0;18202;"2013-07-01";"2013-07-08";"2013-07-13";5;1;5
"SO61363";0;18202;"2013-07-01";"2013-07-08";"2013-07-13";9;1;9
"SO61364";0;13685;"2013-07-01";"2013-07-08";"2013-07-13";2384;1;2384
"SO61364";65;13685;"2013-07-01";"2013-07-08";"2013-07-13";9;1;9
"SO61365";0;9684;"2013-07-01";"2013-07-08";"2013-07-13";1701;1;1701
"SO61365";126;9684;"2013-07-01";"2013-07-08";"2013-07-13";35;1;35
